!!	C109										
					
						
CUST	NO.	XCOORD.	YCOORD.	DEMAND	READY	TIME	DUE	DATE	SERVICE	TIME

											 
	0	40	50	0	0	480	0
	1	45	68	10	295	415	90
	2	45	70	30	259	379	90
	3	42	66	10	6	126	90
	4	42	68	10	223	343	90
	5	42	65	10	5	125	90
	6	40	69	20	187	307	90
	7	40	66	20	6	126	90
	8	38	68	20	42	162	90
	9	38	70	10	151	271	90
	10	35	66	10	79	199	90
	11	35	69	10	115	235	90
	12	25	85	20	196	316	90
	13	22	75	30	11	131	90
	14	22	85	10	160	280	90
	15	20	80	40	88	208	90
	16	20	85	40	125	245	90
	17	18	75	20	12	132	90
	18	15	75	20	14	134	90
	19	15	80	10	51	171	90
	20	30	50	10	3	123	90
	21	30	52	20	295	415	90
	22	28	52	20	259	379	90
	23	28	55	10	223	343	90
	24	25	50	10	5	125	90
	25	25	52	40	6	126	90
	26	25	55	10	187	307	90
	27	23	52	10	42	162	90
	28	23	55	20	151	271	90
	29	20	50	10	78	198	90
	30	20	55	10	115	235	90
	31	10	35	20	15	135	90
	32	10	40	30	12	132	90
	33	8	40	40	12	132	90
	34	8	45	20	234	354	90
	35	5	35	10	52	172	90
	36	5	45	10	198	318	90
	37	2	40	20	88	208	90
	38	0	40	30	124	244	90
	39	0	45	20	161	281	90
	40	35	30	10	43	163	90
	41	35	32	10	8	128	90
	42	33	32	20	7	127	90
	43	33	35	10	6	126	90
	44	32	30	10	80	200	90
	45	30	30	10	151	271	90
	46	30	32	30	116	236	90
	47	30	35	10	297	417	90
	48	28	30	10	187	307	90
	49	28	35	10	297	417	90
	50	26	32	10	259	379	90
	51	25	30	10	223	343	90
	52	25	35	10	295	415	90
	53	44	5	20	53	173	90
	54	42	10	40	16	136	90
	55	42	15	10	13	133	90
	56	40	5	30	89	209	90
	57	40	15	40	13	133	90
	58	38	5	30	125	245	90
	59	38	15	10	200	320	90
	60	35	5	20	161	281	90
	61	50	30	10	151	271	90
	62	50	35	20	42	162	90
	63	50	40	50	5	125	90
	64	48	30	10	187	307	90
	65	48	40	10	4	124	90
	66	47	35	10	260	380	90
	67	47	40	10	4	124	90
	68	45	30	10	223	343	90
	69	45	35	10	296	416	90
	70	95	30	30	93	213	90
	71	95	35	20	57	177	90
	72	53	30	10	115	235	90
	73	92	30	10	130	250	90
	74	53	35	50	78	198	90
	75	45	65	20	299	419	90
	76	90	35	10	20	140	90
	77	88	30	10	166	286	90
	78	88	35	20	19	139	90
	79	87	30	10	201	321	90
	80	85	25	10	238	358	90
	81	85	35	30	18	138	90
	82	75	55	20	83	203	90
	83	72	55	10	47	167	90
	84	70	58	20	120	240	90
	85	68	60	30	156	276	90
	86	66	55	10	10	130	90
	87	65	55	20	9	129	90
	88	65	60	30	193	313	90
	89	63	58	10	229	349	90
	90	60	55	10	7	127	90
	91	60	60	10	265	385	90
	92	67	85	20	87	207	90
	93	65	85	40	123	243	90
	94	65	82	10	50	170	90
	95	62	80	30	14	134	90
	96	60	80	10	13	133	90
	97	60	85	30	160	280	90
	98	58	75	20	11	131	90
	99	55	80	10	233	353	90
	100	55	85	20	196	316	90
	999	0	0	0	0	0	0
