!!	C105										
					
						
CUST	NO.	XCOORD.	YCOORD.	DEMAND	READY	TIME	DUE	DATE	SERVICE	TIME

											 
	0	40	50	0	0	480	0
	1	45	68	10	343	403	90
	2	45	70	30	311	371	90
	3	42	66	10	9	99	90
	4	42	68	10	271	331	90
	5	42	65	10	5	65	90
	6	40	69	20	225	315	90
	7	40	66	20	55	115	90
	8	38	68	20	85	145	90
	9	38	70	10	193	253	90
	10	35	66	10	128	188	90
	11	35	69	10	163	223	90
	12	25	85	20	239	299	90
	13	22	75	30	11	71	90
	14	22	85	10	210	270	90
	15	20	80	40	140	200	90
	16	20	85	40	173	233	90
	17	18	75	20	29	89	90
	18	15	75	20	55	115	90
	19	15	80	10	94	154	90
	20	30	50	10	3	63	90
	21	30	52	20	344	404	90
	22	28	52	20	301	361	90
	23	28	55	10	275	335	90
	24	25	50	10	9	99	90
	25	25	52	40	55	115	90
	26	25	55	10	226	316	90
	27	23	52	10	90	150	90
	28	23	55	20	203	263	90
	29	20	50	10	130	190	90
	30	20	55	10	163	223	90
	31	10	35	20	70	130	90
	32	10	40	30	12	72	90
	33	8	40	40	20	80	90
	34	8	45	20	279	339	90
	35	5	35	10	97	157	90
	36	5	45	10	248	308	90
	37	2	40	20	138	198	90
	38	0	40	30	177	237	90
	39	0	45	20	208	268	90
	40	35	30	10	91	151	90
	41	35	32	10	51	111	90
	42	33	32	20	10	100	90
	43	33	35	10	6	66	90
	44	32	30	10	128	188	90
	45	30	30	10	198	258	90
	46	30	32	30	161	221	90
	47	30	35	10	381	441	90
	48	28	30	10	233	293	90
	49	28	35	10	376	436	90
	50	26	32	10	304	364	90
	51	25	30	10	269	329	90
	52	25	35	10	342	402	90
	53	44	5	20	99	159	90
	54	42	10	40	58	118	90
	55	42	15	10	24	84	90
	56	40	5	30	139	199	90
	57	40	15	40	13	73	90
	58	38	5	30	170	230	90
	59	38	15	10	235	325	90
	60	35	5	20	205	265	90
	61	50	30	10	190	280	90
	62	50	35	20	91	151	90
	63	50	40	50	57	117	90
	64	48	30	10	233	293	90
	65	48	40	10	19	79	90
	66	47	35	10	311	371	90
	67	47	40	10	4	64	90
	68	45	30	10	276	336	90
	69	45	35	10	345	405	90
	70	95	30	30	137	197	90
	71	95	35	20	100	160	90
	72	53	30	10	163	223	90
	73	92	30	10	171	231	90
	74	53	35	50	125	185	90
	75	45	65	20	373	433	90
	76	90	35	10	67	127	90
	77	88	30	10	209	269	90
	78	88	35	20	30	90	90
	79	87	30	10	246	306	90
	80	85	25	10	288	348	90
	81	85	35	30	18	78	90
	82	75	55	20	133	193	90
	83	72	55	10	88	148	90
	84	70	58	20	165	225	90
	85	68	60	30	204	264	90
	86	66	55	10	54	114	90
	87	65	55	20	21	81	90
	88	65	60	30	238	298	90
	89	63	58	10	273	333	90
	90	60	55	10	7	67	90
	91	60	60	10	314	374	90
	92	67	85	20	128	188	90
	93	65	85	40	175	235	90
	94	65	82	10	100	160	90
	95	62	80	30	67	127	90
	96	60	80	10	24	84	90
	97	60	85	30	206	266	90
	98	58	75	20	11	71	90
	99	55	80	10	273	333	90
	100	55	85	20	236	326	90
	999	0	0	0	0	0	0
