!!	C106										
					
						
CUST	NO.	XCOORD.	YCOORD.	DEMAND	READY	TIME	DUE	DATE	SERVICE	TIME

											 
	0	40	50	0	0	480	0
	1	45	68	10	345	405	90
	2	45	70	30	316	376	90
	3	42	66	10	21	81	90
	4	42	68	10	273	333	90
	5	42	65	10	5	65	90
	6	40	69	20	217	307	90
	7	40	66	20	66	126	90
	8	38	68	20	97	157	90
	9	38	70	10	189	279	90
	10	35	66	10	140	200	90
	11	35	69	10	174	234	90
	12	25	85	20	251	311	90
	13	22	75	30	11	71	90
	14	22	85	10	221	281	90
	15	20	80	40	152	212	90
	16	20	85	40	185	245	90
	17	18	75	20	40	100	90
	18	15	75	20	66	126	90
	19	15	80	10	106	166	90
	20	30	50	10	3	63	90
	21	30	52	20	356	416	90
	22	28	52	20	313	373	90
	23	28	55	10	286	346	90
	24	25	50	10	21	81	90
	25	25	52	40	66	126	90
	26	25	55	10	237	297	90
	27	23	52	10	102	162	90
	28	23	55	20	214	274	90
	29	20	50	10	141	201	90
	30	20	55	10	175	235	90
	31	10	35	20	79	139	90
	32	10	40	30	12	102	90
	33	8	40	40	16	106	90
	34	8	45	20	277	337	90
	35	5	35	10	97	157	90
	36	5	45	10	251	311	90
	37	2	40	20	141	201	90
	38	0	40	30	184	244	90
	39	0	45	20	210	270	90
	40	35	30	10	93	153	90
	41	35	32	10	47	107	90
	42	33	32	20	7	97	90
	43	33	35	10	6	66	90
	44	32	30	10	131	191	90
	45	30	30	10	199	259	90
	46	30	32	30	161	221	90
	47	30	35	10	338	458	90
	48	28	30	10	232	292	90
	49	28	35	10	356	446	90
	50	26	32	10	302	362	90
	51	25	30	10	269	329	90
	52	25	35	10	332	422	90
	53	44	5	20	85	175	90
	54	42	10	40	37	157	90
	55	42	15	10	13	103	90
	56	40	5	30	134	194	90
	57	40	15	40	13	73	90
	58	38	5	30	156	246	90
	59	38	15	10	202	322	90
	60	35	5	20	189	279	90
	61	50	30	10	163	283	90
	62	50	35	20	84	144	90
	63	50	40	50	55	115	90
	64	48	30	10	220	310	90
	65	48	40	10	13	73	90
	66	47	35	10	308	368	90
	67	47	40	10	4	94	90
	68	45	30	10	278	338	90
	69	45	35	10	339	399	90
	70	95	30	30	103	223	90
	71	95	35	20	70	190	90
	72	53	30	10	156	216	90
	73	92	30	10	133	253	90
	74	53	35	50	114	204	90
	75	45	65	20	369	459	90
	76	90	35	10	59	149	90
	77	88	30	10	174	294	90
	78	88	35	20	19	109	90
	79	87	30	10	220	340	90
	80	85	25	10	276	366	90
	81	85	35	30	18	138	90
	82	75	55	20	120	210	90
	83	72	55	10	49	169	90
	84	70	58	20	135	255	90
	85	68	60	30	184	274	90
	86	66	55	10	26	146	90
	87	65	55	20	9	99	90
	88	65	60	30	212	332	90
	89	63	58	10	244	364	90
	90	60	55	10	7	127	90
	91	60	60	10	298	388	90
	92	67	85	20	88	208	90
	93	65	85	40	171	231	90
	94	65	82	10	88	178	90
	95	62	80	30	63	123	90
	96	60	80	10	13	133	90
	97	60	85	30	182	302	90
	98	58	75	20	11	101	90
	99	55	80	10	231	351	90
	100	55	85	20	191	311	90
	999	0	0	0	0	0	0
