!!	C201										
					
						
CUST	NO.	XCOORD.	YCOORD.	DEMAND	READY	TIME	DUE	DATE	SERVICE	TIME

											 
	0	40	50	0	0	480	0
	1	52	75	10	44	104	90
	2	45	70	30	30	90	90
	3	62	69	10	165	225	90
	4	60	66	10	178	238	90
	5	42	65	10	3	63	90
	6	16	42	20	70	130	90
	7	58	70	20	151	211	90
	8	34	60	20	408	468	90
	9	28	70	10	368	428	90
	10	35	66	10	395	455	90
	11	35	69	10	382	442	90
	12	25	85	20	300	360	90
	13	22	75	30	340	400	90
	14	22	85	10	286	346	90
	15	20	80	40	313	373	90
	16	20	85	40	273	333	90
	17	18	75	20	327	387	90
	18	15	75	20	246	306	90
	19	15	80	10	260	320	90
	20	30	50	10	1	61	90
	21	30	56	20	420	480	90
	22	28	52	20	3	63	90
	23	14	66	10	232	292	90
	24	25	50	10	16	76	90
	25	22	66	40	354	414	90
	26	8	62	10	218	278	90
	27	23	52	10	29	89	90
	28	4	55	20	204	264	90
	29	20	50	10	56	116	90
	30	20	55	10	42	102	90
	31	10	35	20	110	170	90
	32	10	40	30	83	143	90
	33	8	40	40	96	156	90
	34	8	45	20	190	250	90
	35	5	35	10	124	184	90
	36	5	45	10	177	237	90
	37	2	40	20	137	197	90
	38	0	40	30	150	210	90
	39	0	45	20	163	223	90
	40	36	18	10	257	317	90
	41	35	32	10	390	450	90
	42	33	32	20	377	437	90
	43	33	35	10	364	424	90
	44	32	20	10	270	330	90
	45	30	30	10	298	358	90
	46	34	25	30	284	344	90
	47	30	35	10	351	411	90
	48	36	40	10	404	464	90
	49	48	20	10	136	196	90
	50	26	32	10	324	384	90
	51	25	30	10	311	371	90
	52	25	35	10	337	397	90
	53	44	5	20	177	237	90
	54	42	10	40	164	224	90
	55	42	15	10	150	210	90
	56	40	5	30	191	251	90
	57	38	15	40	244	304	90
	58	38	5	30	204	264	90
	59	38	10	10	230	290	90
	60	35	5	20	217	277	90
	61	50	30	10	56	116	90
	62	50	35	20	16	76	90
	63	50	40	50	3	63	90
	64	48	30	10	69	129	90
	65	44	25	10	123	183	90
	66	47	35	10	83	143	90
	67	47	40	10	1	61	90
	68	42	30	10	109	169	90
	69	45	35	10	96	156	90
	70	95	30	30	328	388	90
	71	95	35	20	315	375	90
	72	53	30	10	43	103	90
	73	92	30	10	341	401	90
	74	53	35	50	30	90	90
	75	45	65	20	16	76	90
	76	90	35	10	301	361	90
	77	72	45	10	410	470	90
	78	78	40	20	396	456	90
	79	87	30	10	369	429	90
	80	85	25	10	355	415	90
	81	85	35	30	382	442	90
	82	75	55	20	272	332	90
	83	72	55	10	259	319	90
	84	70	58	20	232	292	90
	85	86	46	30	287	347	90
	86	66	55	10	245	305	90
	87	64	46	20	420	480	90
	88	65	60	30	218	278	90
	89	56	64	10	191	251	90
	90	60	55	10	420	480	90
	91	60	60	10	205	265	90
	92	67	85	20	98	158	90
	93	42	58	40	1	61	90
	94	65	82	10	111	171	90
	95	62	80	30	124	184	90
	96	62	40	10	420	480	90
	97	60	85	30	84	144	90
	98	58	75	20	138	198	90
	99	55	80	10	57	117	90
	100	55	85	20	71	131	90
	999	0	0	0	0	0	0
